condition,drugName,rating,sideEffects,review,sentiment
postmenopausal symptoms,premarin,1,Extremely Severe Side Effects,one worst medicine ever conceive baby lead u miscarriage,-0.125
postmenopausal symptoms,estradiol   levonorgestrel,5,Extremely Severe Side Effects,hot flash stopped week using month went menopause bleed heavily day every week messing clothes bed linen go back doctor thought would stop change yr old,-0.125
postmenopausal symptoms,vivelle dot,1,No Side Effects,complete hysterectomy gave relief hot flash feel tired time gained lb using vivelle dot mg patch month thought would feeling better going back dr get something else patch useless,0
postmenopausal symptoms,climara,9,No Side Effects,general happy patch difficulty getting stay entire week stopped hot flash allowed sex thin vaginal tissue caused major problem asthma high cholesterol history migraine think side effect progesterone take cause terrible side effect,0
postmenopausal symptoms,climara pro,6,Extremely Severe Side Effects,year old postmenopausal year started hot flash night sweat trouble sleeping taking med month cramping bleeding initially titrated patch cutting half exam endometrial biopsy rule problem bleeding stopped week half patch symptom returned somewhat increased back whole patch week bleeding cramping bleeding day know side effect usually completely subside waiting see bleeding stop altogether patch stayed problem effective thick hair noticed slight thinning problem far give time,-0.125
postmenopausal symptoms,evamist,10,Mild Side Effects,eliminated hot flash slept night mood great mind sharp brain fog lost weight craving sweet salty food time energy feel year younger bad part expensive side effect work quickly love,0.333333333
postmenopausal symptoms,femring,10,No Side Effects,ring provided miraculous result severe atrophy gyn noticed tissue tearing bleeding tried pap smear even know issue couple month femring reported tissue looked healthy wonderful side effect stop using due insurance covering estring thing different brand insurance cover one,0
postmenopausal symptoms,conjugated estrogens   medroxyprogesterone,3,Moderate Side Effects,underwent oophorectomy surgery following massive ovarian cyst ovary right surgery prescribed prempro take experienced hot flash first day dr told felt bloated skip week small period done cramp sporadic bleeding bloating never went away gained lot weight really hard lose medicine month also really bad acne face since junior high go back drs asking try another hormone replacement therapy,0
postmenopausal symptoms,estradiol patch,1,Mild Side Effects,used patch night time hot flash wake every hr size great stuck fine happy union ended second day hot flash seemed triple occurring day night flash hotter also began terrible headache woke earlier alarm clock hung around day never headache removed patch day symptom went away back square one better able deal original symptom knowing thing could worse going give name brand vivelle dot try see happens,0.333333333
postmenopausal symptoms,prempro,3,Extremely Severe Side Effects,underwent oophorectomy surgery following massive ovarian cyst ovary right surgery prescribed prempro take experienced hot flash first day dr told felt bloated skip week small period done cramp sporadic bleeding bloating never went away gained lot weight really hard lose medicine month also really bad acne face since junior high go back drs asking try another hormone replacement therapy,-0.125
postmenopausal symptoms,combipatch,10,No Side Effects,combipatch took away flash within week nausea headache like take medicine symptom menopause affecting life lightest dose,0
postmenopausal symptoms,ethinyl estradiol   norethindrone,8,Extremely Severe Side Effects,put loestrin abnormal period daughter experience change mood first birth control cup size increased first month stayed size negative side effect developed two dark spot melasma upper lip worsened exposure sun long use sun block getting worse make self conscience pill regulating effective birth control,-0.125
postmenopausal symptoms,activella,5,Mild Side Effects,hot flash relieved however suddenly never experienced migraine nausea month medicine used e tylenol felt better hour since medication taking overall health good decided reduce dosage taking medication every day hot flash still relieved half dosage one month last week suffered another migraine vomiting weather entire day decided go medication completely,0.333333333
postmenopausal symptoms,minivelle,4,Extremely Severe Side Effects,day dose minivelle hot flash reduced drastically however next day developed severe arthritis knee took today realize could side effect reading discontinued patch hopefully knee get better,-0.125
postmenopausal symptoms,paroxetine,10,Extremely Severe Side Effects,hello everyone paxil week still beneficial addition life started feel like real feel subdued zombied like people report started mg dr moved mg week ago main side effect transitioning higher dosage severe mania first couple day wore significantly day passed weight gain paxil cause think anxious point nausea disgust food love eating enjoy food biggest positive paxil generalized anxiety severely reduced panic attack feel great,-0.125
